trace_id,family_id_group,ploidy,value_metric,baseline_value,final_value,peak_value,trough_value,time_to_peak,time_to_trough,auc_total,auc_early,auc_late,delta_auc_late_minus_early,late_early_auc_ratio,initial_slope,vmax,time_to_vmax,min_slope,time_to_min_slope,inflection_time,metabolic_scope,final_delta,depression_abs,metabolic_depression_index,resilience_ratio,stability_cv,trajectory_class,n_timepoints
20250826 plate4 D01,hnry,triploid,corrected_fc,0,1.5501385557908611,1.5997277763668407,0,3,0,4.735529435713737,1.6930425928655453,3.0424868428481915,1.3494442499826462,1.7970527473255447,1.0253528042796247,1.0253528042796247,0.5,-0.04958922057597959,3.5,1.5,1.5997277763668407,1.5501385557908611,0.04958922057597959,0.030998536943955685,0.9690014630560443,0.5955557247606121,rise_then_depress,5
20250826 plate4 D03,hnry,triploid,corrected_fc,0,0.26359830186485245,0.26359830186485245,0,4,0,0.5477083445823039,0.120662258753064,0.4270460858292399,0.30638382707617595,3.539185245182524,0.06704248365040498,0.1343876095888367,2.5,0.021971142070697752,3.5,3.5,0.26359830186485245,0.26359830186485245,0,0,1,0.8350638436916568,monotonic_increase,5
20250826 plate4 D04,hnry,diploid,corrected_fc,0,1.1162807041102876,1.267968642494412,0,3,0,2.684607721961487,0.6542795360597944,2.030328185901692,1.3760486498418978,3.1031509836433906,0.450060344707658,0.8595302597901392,2.5,-0.15168793838412453,3.5,3.5,1.267968642494412,1.1162807041102876,0.15168793838412453,0.11963067011319486,0.8803693298868052,0.8159417070850384,rise_then_depress,5
20250826 plate4 D05,hnry,triploid,corrected_fc,0,1.654809395223482,1.654809395223482,0,4,0,4.600949017806018,1.583059489102926,3.0178895287030922,1.4348300396001663,1.9063652057783647,0.8681826575204475,0.8681826575204475,0.5,0.04585433634391589,2.5,2.5,1.654809395223482,1.654809395223482,0,0,1,0.6213677616677886,monotonic_increase,5
20250826 plate4 D06,hnry,diploid,corrected_fc,0,1.1952240024660217,1.1952240024660217,0,4,0,3.62104733698101,1.4378870099632495,2.1831603270177604,0.7452733170545109,1.5183114611165165,0.9745040239161232,0.9745040239161232,0.5,-0.04773805182187085,1.5,1.5,1.1952240024660217,1.1952240024660217,0,0,1,0.5736197351170391,rise_then_depress,5
20250826 plate4 D07,hnry,triploid,corrected_fc,0,1.3201984899354264,1.3887993452711085,0,3,0,3.38841071194525,0.9730843839117238,2.415326328033526,1.4422419441218022,2.482134507517325,0.6066566461170199,0.6559438696817005,2.5,-0.06860085533568205,3.5,3.5,1.3887993452711085,1.3201984899354264,0.06860085533568205,0.04939580045833794,0.9506041995416621,0.7037217574235556,rise_then_depress,5
20250826 plate4 D08,hnry,diploid,corrected_fc,0,2.413699485874317,2.4741792211156395,0,3,0,6.586962749193205,1.9795736829124628,4.607389066280742,2.6278153833682794,2.3274653053086087,1.0532135806845184,1.0532135806845184,0.5,-0.06047973524132244,3.5,3.5,2.4741792211156395,2.413699485874317,0.06047973524132244,0.024444363094299752,0.9755556369057002,0.6682927649711298,rise_then_depress,5
20250826 plate4 E01,hnry,triploid,corrected_fc,0,1.3467783646744198,1.3467783646744198,0,4,0,2.9803545553110906,0.74257407193609,2.237780483375001,1.4952064114389108,3.0135451370400075,0.4713056681741742,0.7505860897520436,2.5,0.053655467398544765,3.5,3.5,1.3467783646744198,1.3467783646744198,0,0,1,0.7898291286109583,monotonic_increase,5
20250826 plate4 E03,hnry,triploid,corrected_fc,0,0.47598666691028624,0.4979160417661701,0,3,0,1.3400643749143468,0.4647009792454607,0.875363395668886,0.41066241642342527,1.8837132581261646,0.3252469587978879,0.3252469587978879,0.5,-0.04633891790274225,1.5,1.5,0.4979160417661701,0.47598666691028624,0.021929374855883865,0.044042314399226117,0.9559576856007739,0.6337017637054144,rise_then_depress,5
20250826 plate4 E04,hnry,diploid,corrected_fc,0,1.554611056026458,1.554611056026458,0,4,0,3.410670131003865,0.9779848553493561,2.432685275654509,1.4547004203051532,2.4874467762443055,0.5933121124611385,0.5933121124611385,0.5,0.17603337331529667,1.5,1.5,1.554611056026458,1.554611056026458,0,0,1,0.723167752520687,monotonic_increase,5
20250826 plate4 E05,hnry,triploid,corrected_fc,0,1.3349610276881283,1.4185306595942873,0,3,0,3.348034946212162,0.9469032534211741,2.4011316927909885,1.4542284393698144,2.5357729885452054,0.6317827340685372,0.7882896208890134,2.5,-0.08356963190615896,3.5,3.5,1.4185306595942873,1.3349610276881283,0.08356963190615896,0.058912813297994304,0.9410871867020056,0.7276074000730893,rise_then_depress,5
20250826 plate4 E06,hnry,diploid,corrected_fc,0,1.985040592631715,2.2285597783933757,0,3,0,5.450742204686437,1.5688679312964302,3.8818742733900065,2.3130063420935763,2.474315521372299,0.9080737326156574,0.9080737326156574,0.5,-0.24351918576166076,3.5,3.5,2.2285597783933757,1.985040592631715,0.24351918576166076,0.10927200074355636,0.8907279992564436,0.6913554942135481,rise_then_depress,5
20250826 plate4 E07,hnry,triploid,corrected_fc,0,1.362851538563005,1.362851538563005,0,4,0,4.068872053323338,1.4232289902646873,2.64564306305865,1.2224140727939627,1.8589018922152662,0.8021535713114739,0.8021535713114739,0.5,0.019709663739070793,3.5,1.5,1.362851538563005,1.362851538563005,0,0,1,0.6080143949127269,monotonic_increase,5
20250826 plate4 E08,hnry,diploid,corrected_fc,0,1.896270396086688,2.124539037280594,0,3,0,5.483763717416549,1.682673242874213,3.8010904745423355,2.1184172316681225,2.2589593616224652,0.954257003655816,0.954257003655816,0.5,-0.2282686411939061,3.5,3.5,2.124539037280594,1.896270396086688,0.2282686411939061,0.10744384414140468,0.8925561558585953,0.6583192585185645,rise_then_depress,5
20250826 plate4 F01,hnry,triploid,corrected_fc,0,0.8652312715395267,0.8652312715395267,0,4,0,2.512681028486442,0.8973684279513401,1.615312600535102,0.7179441725837619,1.8000550835321927,0.571420688794761,0.571420688794761,0.5,0.00848204593076729,3.5,1.5,0.8652312715395267,0.8652312715395267,0,0,1,0.5997071292900595,monotonic_increase,5
20250826 plate4 F03,hnry,triploid,corrected_fc,0,1.5919229990192476,1.6747171123227111,0,3,0,4.0468621950586625,1.0225257097341343,3.0243364853245285,2.0018107755903944,2.957711925024245,0.4688678362419405,0.638447910742447,1.5,-0.08279411330346353,3.5,3.5,1.6747171123227111,1.5919229990192476,0.08279411330346353,0.04943767081273452,0.9505623291872655,0.747067923670037,rise_then_depress,5
20250826 plate4 F04,hnry,diploid,corrected_fc,0,0.8774563321582245,0.8774563321582245,0,4,0,2.4768615548834547,0.8388324067159998,1.6380291481674547,0.7991967414514549,1.9527490057045875,0.4689062428114703,0.4689062428114703,0.5,0.048081513974411516,3.5,1.5,0.8774563321582245,0.8774563321582245,0,0,1,0.6212375487575285,monotonic_increase,5
20250826 plate4 F05,hnry,triploid,corrected_fc,0,0.9584352693859786,0.9584352693859786,0,4,0,2.315514865218092,0.6645661055475613,1.6509487596705306,0.9863826541229692,2.484250619899206,0.4301788183864952,0.468569263494343,2.5,0.021091431569503327,3.5,3.5,0.9584352693859786,0.9584352693859786,0,0,1,0.7155811763827454,monotonic_increase,5
20250826 plate4 F06,hnry,diploid,corrected_fc,0,1.6202476634449048,1.6202476634449048,0,4,0,4.493681249553693,1.5164887374422795,2.9771925121114133,1.4607037746691338,1.9632143903243007,0.8001018727256339,0.8001018727256339,0.5,0.017908086239024845,2.5,2.5,1.6202476634449048,1.6202476634449048,0,0,1,0.6318003437683176,monotonic_increase,5
20250826 plate4 F08,hnry,diploid,corrected_fc,0,1.182251648312226,1.2018749289499155,0,2,0,3.4857765525966142,1.1183736946581997,2.367402857938414,1.2490291632802142,2.116826307026066,0.5174362301832419,0.6844386987666736,1.5,-0.026535359642572365,2.5,2.5,1.2018749289499155,1.182251648312226,0.019623280637689478,0.01632722354466154,0.9836727764553385,0.6624829716053168,rise_then_depress,5
