phenotype,value_metric,feature,contrast,estimate,SE,df,t.ratio,p.value
low-salinity,corrected_fc,delta_auc_late_minus_early,90-61,1.46936685478346,NA,NA,NA,0.9586452934376795
low-salinity,corrected_fc,delta_auc_late_minus_early,71-70,0.553455300693491,NA,NA,NA,0.9999999973012685
low-salinity,corrected_fc,delta_auc_late_minus_early,72-70,1.7665488303160117,NA,NA,NA,0.7291120294305968
low-salinity,corrected_fc,delta_auc_late_minus_early,74-70,0.1605369976058424,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,76-70,1.483964729962568,NA,NA,NA,0.9481871293088694
low-salinity,corrected_fc,delta_auc_late_minus_early,77-70,3.383931752666385,NA,NA,NA,0.0013400072899778515
low-salinity,corrected_fc,delta_auc_late_minus_early,78-70,3.6638778955153297,NA,NA,NA,0.0019680379216953092
low-salinity,corrected_fc,delta_auc_late_minus_early,79-70,0.5710621407981593,NA,NA,NA,0.9999999837647389
low-salinity,corrected_fc,delta_auc_late_minus_early,80-70,-0.197597548078563,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,82-70,3.3908847305938554,NA,NA,NA,0.0026460393137263116
low-salinity,corrected_fc,delta_auc_late_minus_early,83-70,1.1991550216552875,NA,NA,NA,0.995001405182678
low-salinity,corrected_fc,delta_auc_late_minus_early,84-70,0.7272826015437723,NA,NA,NA,0.9999992232176242
low-salinity,corrected_fc,delta_auc_late_minus_early,85-70,1.30594019478497,NA,NA,NA,0.9882184411587607
low-salinity,corrected_fc,delta_auc_late_minus_early,88-70,1.6238918035330459,NA,NA,NA,0.9228235023698095
low-salinity,corrected_fc,delta_auc_late_minus_early,90-70,1.9650710892514995,NA,NA,NA,0.5829724704950313
low-salinity,corrected_fc,delta_auc_late_minus_early,72-71,1.2130935296225207,NA,NA,NA,0.9955077558392149
low-salinity,corrected_fc,delta_auc_late_minus_early,74-71,-0.39291830308764863,NA,NA,NA,0.9999999999991024
low-salinity,corrected_fc,delta_auc_late_minus_early,76-71,0.930509429269077,NA,NA,NA,0.9999531439999779
low-salinity,corrected_fc,delta_auc_late_minus_early,77-71,2.8304764519728938,NA,NA,NA,0.03512307132899117
low-salinity,corrected_fc,delta_auc_late_minus_early,78-71,3.1104225948218387,NA,NA,NA,0.03559516497943016
low-salinity,corrected_fc,delta_auc_late_minus_early,79-71,0.017606840104668287,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,80-71,-0.751052848772054,NA,NA,NA,0.9999985364683129
low-salinity,corrected_fc,delta_auc_late_minus_early,82-71,2.8374294299003644,NA,NA,NA,0.05273844853798215
low-salinity,corrected_fc,delta_auc_late_minus_early,83-71,0.6456997209617965,NA,NA,NA,0.999999942263591
low-salinity,corrected_fc,delta_auc_late_minus_early,84-71,0.1738273008502813,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,85-71,0.752484894091479,NA,NA,NA,0.999999144297979
low-salinity,corrected_fc,delta_auc_late_minus_early,88-71,1.0704365028395548,NA,NA,NA,0.9997723030439521
low-salinity,corrected_fc,delta_auc_late_minus_early,90-71,1.4116157885580085,NA,NA,NA,0.9786268143125267
low-salinity,corrected_fc,delta_auc_late_minus_early,74-72,-1.6060118327101693,NA,NA,NA,0.8774142379006913
low-salinity,corrected_fc,delta_auc_late_minus_early,76-72,-0.2825841003534437,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,77-72,1.617382922350373,NA,NA,NA,0.8909463401997244
low-salinity,corrected_fc,delta_auc_late_minus_early,78-72,1.897329065199318,NA,NA,NA,0.8169901392099306
low-salinity,corrected_fc,delta_auc_late_minus_early,79-72,-1.1954866895178524,NA,NA,NA,0.9925246550705312
low-salinity,corrected_fc,delta_auc_late_minus_early,80-72,-1.9641463783945747,NA,NA,NA,0.5146266269500932
low-salinity,corrected_fc,delta_auc_late_minus_early,82-72,1.6243359002778437,NA,NA,NA,0.9184194692478723
low-salinity,corrected_fc,delta_auc_late_minus_early,83-72,-0.5673938086607242,NA,NA,NA,0.9999999953261367
low-salinity,corrected_fc,delta_auc_late_minus_early,84-72,-1.0392662287722394,NA,NA,NA,0.9995667214203874
low-salinity,corrected_fc,delta_auc_late_minus_early,85-72,-0.4606086355310417,NA,NA,NA,0.9999999999688145
low-salinity,corrected_fc,delta_auc_late_minus_early,88-72,-0.14265702678296588,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,90-72,0.1985222589354878,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,76-74,1.3234277323567256,NA,NA,NA,0.9875517532515137
low-salinity,corrected_fc,delta_auc_late_minus_early,77-74,3.2233947550605424,NA,NA,NA,0.004068990589393584
low-salinity,corrected_fc,delta_auc_late_minus_early,78-74,3.5033408979094873,NA,NA,NA,0.00519686527101082
low-salinity,corrected_fc,delta_auc_late_minus_early,79-74,0.4105251431923169,NA,NA,NA,0.9999999999905289
low-salinity,corrected_fc,delta_auc_late_minus_early,80-74,-0.3581345456844054,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,82-74,3.230347732988013,NA,NA,NA,0.007317737227274357
low-salinity,corrected_fc,delta_auc_late_minus_early,83-74,1.0386180240494451,NA,NA,NA,0.9994966435311479
low-salinity,corrected_fc,delta_auc_late_minus_early,84-74,0.5667456039379299,NA,NA,NA,0.999999996310246
low-salinity,corrected_fc,delta_auc_late_minus_early,85-74,1.1454031971791276,NA,NA,NA,0.9983202948809363
low-salinity,corrected_fc,delta_auc_late_minus_early,88-74,1.4633548059272035,NA,NA,NA,0.9767817008343258
low-salinity,corrected_fc,delta_auc_late_minus_early,90-74,1.8045340916456571,NA,NA,NA,0.7626813645660195
low-salinity,corrected_fc,delta_auc_late_minus_early,77-76,1.8999670227038168,NA,NA,NA,0.6859908890875405
low-salinity,corrected_fc,delta_auc_late_minus_early,78-76,2.1799131655527617,NA,NA,NA,0.5978495382383848
low-salinity,corrected_fc,delta_auc_late_minus_early,79-76,-0.9129025891644087,NA,NA,NA,0.9999194959459565
low-salinity,corrected_fc,delta_auc_late_minus_early,80-76,-1.681562278041131,NA,NA,NA,0.8368436858704182
low-salinity,corrected_fc,delta_auc_late_minus_early,82-76,1.9069200006312874,NA,NA,NA,0.7420418732368677
low-salinity,corrected_fc,delta_auc_late_minus_early,83-76,-0.2848097083072805,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,84-76,-0.7566821284187957,NA,NA,NA,0.9999990448659857
low-salinity,corrected_fc,delta_auc_late_minus_early,85-76,-0.17802453517759798,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,88-76,0.13992707357047784,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,90-76,0.48110635928893153,NA,NA,NA,0.9999999999581433
low-salinity,corrected_fc,delta_auc_late_minus_early,78-77,0.2799461428489449,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,79-77,-2.8128696118682255,NA,NA,NA,0.019332375026644977
low-salinity,corrected_fc,delta_auc_late_minus_early,80-77,-3.581529300744948,NA,NA,NA,3.8900019310994516e-4
low-salinity,corrected_fc,delta_auc_late_minus_early,82-77,0.006952977927470627,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,83-77,-2.1847767310110973,NA,NA,NA,0.3496216159964377
low-salinity,corrected_fc,delta_auc_late_minus_early,84-77,-2.6566491511226125,NA,NA,NA,0.07480831637633922
low-salinity,corrected_fc,delta_auc_late_minus_early,85-77,-2.0779915578814148,NA,NA,NA,0.499390568192956
low-salinity,corrected_fc,delta_auc_late_minus_early,88-77,-1.760039949133339,NA,NA,NA,0.8732331572396693
low-salinity,corrected_fc,delta_auc_late_minus_early,90-77,-1.4188606634148853,NA,NA,NA,0.9798075521438634
low-salinity,corrected_fc,delta_auc_late_minus_early,79-78,-3.0928157547171704,NA,NA,NA,0.0221379160045565
low-salinity,corrected_fc,delta_auc_late_minus_early,80-78,-3.8614754435938927,NA,NA,NA,6.586026221889751e-4
low-salinity,corrected_fc,delta_auc_late_minus_early,82-78,-0.2729931649214743,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,83-78,-2.464722873860042,NA,NA,NA,0.30236489629996244
low-salinity,corrected_fc,delta_auc_late_minus_early,84-78,-2.9365952939715574,NA,NA,NA,0.07092985901411075
low-salinity,corrected_fc,delta_auc_late_minus_early,85-78,-2.3579377007303597,NA,NA,NA,0.4278869721247085
low-salinity,corrected_fc,delta_auc_late_minus_early,88-78,-2.039986091982284,NA,NA,NA,0.7930386652876696
low-salinity,corrected_fc,delta_auc_late_minus_early,90-78,-1.6988068062638302,NA,NA,NA,0.9459443309801463
low-salinity,corrected_fc,delta_auc_late_minus_early,80-79,-0.7686596888767223,NA,NA,NA,0.9999936670424739
low-salinity,corrected_fc,delta_auc_late_minus_early,82-79,2.819822589795696,NA,NA,NA,0.031920155622865654
low-salinity,corrected_fc,delta_auc_late_minus_early,83-79,0.6280928808571282,NA,NA,NA,0.9999999046760804
low-salinity,corrected_fc,delta_auc_late_minus_early,84-79,0.15622046074561302,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,85-79,0.7348780539868107,NA,NA,NA,0.9999985690973113
low-salinity,corrected_fc,delta_auc_late_minus_early,88-79,1.0528296627348865,NA,NA,NA,0.999635796379774
low-salinity,corrected_fc,delta_auc_late_minus_early,90-79,1.3940089484533402,NA,NA,NA,0.9675620165618523
low-salinity,corrected_fc,delta_auc_late_minus_early,82-80,3.5884822786724184,NA,NA,NA,8.398391163711993e-4
low-salinity,corrected_fc,delta_auc_late_minus_early,83-80,1.3967525697338505,NA,NA,NA,0.9662524144080136
low-salinity,corrected_fc,delta_auc_late_minus_early,84-80,0.9248801496223353,NA,NA,NA,0.9999295030296818
low-salinity,corrected_fc,delta_auc_late_minus_early,85-80,1.503537742863533,NA,NA,NA,0.9407210314666847
low-salinity,corrected_fc,delta_auc_late_minus_early,88-80,1.8214893516116089,NA,NA,NA,0.7954376875512212
low-salinity,corrected_fc,delta_auc_late_minus_early,90-80,2.1626686373300625,NA,NA,NA,0.375812171527351
low-salinity,corrected_fc,delta_auc_late_minus_early,83-82,-2.191729708938568,NA,NA,NA,0.41861244451135493
low-salinity,corrected_fc,delta_auc_late_minus_early,84-82,-2.663602129050083,NA,NA,NA,0.10505886525418595
low-salinity,corrected_fc,delta_auc_late_minus_early,85-82,-2.0849445358088854,NA,NA,NA,0.5669534555141196
low-salinity,corrected_fc,delta_auc_late_minus_early,88-82,-1.7669929270608096,NA,NA,NA,0.9005512070214171
low-salinity,corrected_fc,delta_auc_late_minus_early,90-82,-1.4258136413423559,NA,NA,NA,0.9858183444587472
low-salinity,corrected_fc,delta_auc_late_minus_early,84-83,-0.4718724201115152,NA,NA,NA,0.9999999999324942
low-salinity,corrected_fc,delta_auc_late_minus_early,85-83,0.1067851731296825,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,88-83,0.4247367818777583,NA,NA,NA,0.9999999999985186
low-salinity,corrected_fc,delta_auc_late_minus_early,90-83,0.765916067596212,NA,NA,NA,0.999998826306939
low-salinity,corrected_fc,delta_auc_late_minus_early,85-84,0.5786575932411977,NA,NA,NA,0.9999999962479081
low-salinity,corrected_fc,delta_auc_late_minus_early,88-84,0.8966092019892735,NA,NA,NA,0.9999901955620885
low-salinity,corrected_fc,delta_auc_late_minus_early,90-84,1.2377884877077272,NA,NA,NA,0.9961416035922104
low-salinity,corrected_fc,delta_auc_late_minus_early,88-85,0.3179516087480758,NA,NA,NA,1
low-salinity,corrected_fc,delta_auc_late_minus_early,90-85,0.6591308944665295,NA,NA,NA,0.9999999621188209
low-salinity,corrected_fc,delta_auc_late_minus_early,90-88,0.3411792857184537,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,48-47,1.6386774979040233,NA,NA,NA,0.6636681580055672
low-salinity,corrected_fc,metabolic_scope,49-47,1.0789750806365026,NA,NA,NA,0.9906986143083161
low-salinity,corrected_fc,metabolic_scope,50-47,-0.43933385252902646,NA,NA,NA,0.9999999993951825
low-salinity,corrected_fc,metabolic_scope,51-47,-0.5957389505266679,NA,NA,NA,0.999999560893335
low-salinity,corrected_fc,metabolic_scope,54-47,1.7833444914872691,NA,NA,NA,0.7046131553195228
low-salinity,corrected_fc,metabolic_scope,55-47,-1.028394235195715,NA,NA,NA,0.9973020385723601
low-salinity,corrected_fc,metabolic_scope,57-47,-1.2697421794651405,NA,NA,NA,0.9442097938298764
low-salinity,corrected_fc,metabolic_scope,60-47,-1.1345669981288342,NA,NA,NA,0.9824643622924922
low-salinity,corrected_fc,metabolic_scope,61-47,-1.1381977098995422,NA,NA,NA,0.9817702432818265
low-salinity,corrected_fc,metabolic_scope,70-47,-1.526690543269686,NA,NA,NA,0.7186115249357307
low-salinity,corrected_fc,metabolic_scope,71-47,-0.8179397524166663,NA,NA,NA,0.9999011347840119
low-salinity,corrected_fc,metabolic_scope,72-47,-0.10559520425054014,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,74-47,-1.0992813983424305,NA,NA,NA,0.9895297523083293
low-salinity,corrected_fc,metabolic_scope,76-47,0.06708953215953883,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,77-47,1.1985312579218412,NA,NA,NA,0.9764856646994813
low-salinity,corrected_fc,metabolic_scope,78-47,2.3936404791207444,NA,NA,NA,0.11535306011696234
low-salinity,corrected_fc,metabolic_scope,79-47,-0.9917376873460366,NA,NA,NA,0.9953212310540649
low-salinity,corrected_fc,metabolic_scope,80-47,-1.3152631398939336,NA,NA,NA,0.9133964982187386
low-salinity,corrected_fc,metabolic_scope,82-47,1.0377639007616661,NA,NA,NA,0.9978655212941029
low-salinity,corrected_fc,metabolic_scope,83-47,-0.916320948192642,NA,NA,NA,0.9992344455613175
low-salinity,corrected_fc,metabolic_scope,84-47,-0.9218236222327434,NA,NA,NA,0.9992823533077974
low-salinity,corrected_fc,metabolic_scope,85-47,-0.9721483876124166,NA,NA,NA,0.9986145877109942
low-salinity,corrected_fc,metabolic_scope,88-47,0.47635550142803407,NA,NA,NA,0.9999999993916
low-salinity,corrected_fc,metabolic_scope,90-47,-0.23321177381661506,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,49-48,-0.5597024172675207,NA,NA,NA,0.9999999564389757
low-salinity,corrected_fc,metabolic_scope,50-48,-2.0780113504330497,NA,NA,NA,0.18674547626287696
low-salinity,corrected_fc,metabolic_scope,51-48,-2.234416448430691,NA,NA,NA,0.08821955060239717
low-salinity,corrected_fc,metabolic_scope,54-48,0.14466699358324586,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,55-48,-2.667071733099738,NA,NA,NA,0.017233068324903345
low-salinity,corrected_fc,metabolic_scope,57-48,-2.9084196773691637,NA,NA,NA,0.002399772350613172
low-salinity,corrected_fc,metabolic_scope,60-48,-2.7732444960328575,NA,NA,NA,0.004914261883783744
low-salinity,corrected_fc,metabolic_scope,61-48,-2.7768752078035654,NA,NA,NA,0.0048017546450509485
low-salinity,corrected_fc,metabolic_scope,70-48,-3.1653680411737093,NA,NA,NA,3.276273300388821e-4
low-salinity,corrected_fc,metabolic_scope,71-48,-2.4566172503206896,NA,NA,NA,0.04009710283589485
low-salinity,corrected_fc,metabolic_scope,72-48,-1.7442727021545634,NA,NA,NA,0.5523465637836124
low-salinity,corrected_fc,metabolic_scope,74-48,-2.737958896246454,NA,NA,NA,0.007129997377699038
low-salinity,corrected_fc,metabolic_scope,76-48,-1.5715879657444844,NA,NA,NA,0.7867711322004958
low-salinity,corrected_fc,metabolic_scope,77-48,-0.44014623998218205,NA,NA,NA,0.9999999998635026
low-salinity,corrected_fc,metabolic_scope,78-48,0.7549629812167211,NA,NA,NA,0.9999983656999392
low-salinity,corrected_fc,metabolic_scope,79-48,-2.63041518525006,NA,NA,NA,0.007215339351312577
low-salinity,corrected_fc,metabolic_scope,80-48,-2.953940637797957,NA,NA,NA,0.0014840365774059228
low-salinity,corrected_fc,metabolic_scope,82-48,-0.6009135971423571,NA,NA,NA,0.999999947152264
low-salinity,corrected_fc,metabolic_scope,83-48,-2.5549984460966653,NA,NA,NA,0.02087668849339419
low-salinity,corrected_fc,metabolic_scope,84-48,-2.5605011201367667,NA,NA,NA,0.02309932970422346
low-salinity,corrected_fc,metabolic_scope,85-48,-2.61082588551644,NA,NA,NA,0.02016275365340081
low-salinity,corrected_fc,metabolic_scope,88-48,-1.1623219964759892,NA,NA,NA,0.9946982562997335
low-salinity,corrected_fc,metabolic_scope,90-48,-1.8718892717206383,NA,NA,NA,0.4632220134604862
low-salinity,corrected_fc,metabolic_scope,50-49,-1.518308933165529,NA,NA,NA,0.7284602605913146
low-salinity,corrected_fc,metabolic_scope,51-49,-1.6747140311631705,NA,NA,NA,0.5115881365720216
low-salinity,corrected_fc,metabolic_scope,54-49,0.7043694108507665,NA,NA,NA,0.9999994554748721
low-salinity,corrected_fc,metabolic_scope,55-49,-2.1073693158322175,NA,NA,NA,0.16614448422503325
low-salinity,corrected_fc,metabolic_scope,57-49,-2.348717260101643,NA,NA,NA,0.0374761007332538
low-salinity,corrected_fc,metabolic_scope,60-49,-2.213542078765337,NA,NA,NA,0.06802771777589578
low-salinity,corrected_fc,metabolic_scope,61-49,-2.2171727905360448,NA,NA,NA,0.06678866397868721
low-salinity,corrected_fc,metabolic_scope,70-49,-2.6056656239061886,NA,NA,NA,0.007018553090560431
low-salinity,corrected_fc,metabolic_scope,71-49,-1.8969148330531689,NA,NA,NA,0.30803184346485124
low-salinity,corrected_fc,metabolic_scope,72-49,-1.1845702848870427,NA,NA,NA,0.9738638557319719
low-salinity,corrected_fc,metabolic_scope,74-49,-2.178256478978933,NA,NA,NA,0.0896769773144559
low-salinity,corrected_fc,metabolic_scope,76-49,-1.0118855484769638,NA,NA,NA,0.9974842231694311
low-salinity,corrected_fc,metabolic_scope,77-49,0.11955617728533863,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,78-49,1.3146653984842418,NA,NA,NA,0.9781219884543093
low-salinity,corrected_fc,metabolic_scope,79-49,-2.0707127679825392,NA,NA,NA,0.0971326089620409
low-salinity,corrected_fc,metabolic_scope,80-49,-2.3942382205304362,NA,NA,NA,0.02559334752687703
low-salinity,corrected_fc,metabolic_scope,82-49,-0.04121117987483647,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,83-49,-1.9952960288291446,NA,NA,NA,0.1998567549053456
low-salinity,corrected_fc,metabolic_scope,84-49,-2.000798702869246,NA,NA,NA,0.21164756764556825
low-salinity,corrected_fc,metabolic_scope,85-49,-2.0511234682489192,NA,NA,NA,0.18925670749590284
low-salinity,corrected_fc,metabolic_scope,88-49,-0.6026195792084685,NA,NA,NA,0.9999999102563761
low-salinity,corrected_fc,metabolic_scope,90-49,-1.3121868544531177,NA,NA,NA,0.9437995032692694
low-salinity,corrected_fc,metabolic_scope,51-50,-0.15640509799764146,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,54-50,2.2226783440162956,NA,NA,NA,0.2509626532250788
low-salinity,corrected_fc,metabolic_scope,55-50,-0.5890603826666885,NA,NA,NA,0.9999998748919401
low-salinity,corrected_fc,metabolic_scope,57-50,-0.830408326936114,NA,NA,NA,0.9998475662131914
low-salinity,corrected_fc,metabolic_scope,60-50,-0.6952331455998078,NA,NA,NA,0.9999925617020269
low-salinity,corrected_fc,metabolic_scope,61-50,-0.6988638573705157,NA,NA,NA,0.9999917964457731
low-salinity,corrected_fc,metabolic_scope,70-50,-1.0873566907406595,NA,NA,NA,0.989715048074603
low-salinity,corrected_fc,metabolic_scope,71-50,-0.3786058998876398,NA,NA,NA,0.9999999999855196
low-salinity,corrected_fc,metabolic_scope,72-50,0.3337386482784863,NA,NA,NA,0.9999999999991368
low-salinity,corrected_fc,metabolic_scope,74-50,-0.6599475458134041,NA,NA,NA,0.999997707634851
low-salinity,corrected_fc,metabolic_scope,76-50,0.5064233846885653,NA,NA,NA,0.9999999932608116
low-salinity,corrected_fc,metabolic_scope,77-50,1.6378651104508677,NA,NA,NA,0.6419954343376402
low-salinity,corrected_fc,metabolic_scope,78-50,2.832974331649771,NA,NA,NA,0.014487718003916017
low-salinity,corrected_fc,metabolic_scope,79-50,-0.5524038348170102,NA,NA,NA,0.9999998440355524
low-salinity,corrected_fc,metabolic_scope,80-50,-0.8759292873649072,NA,NA,NA,0.9995662908619192
low-salinity,corrected_fc,metabolic_scope,82-50,1.4770977532906926,NA,NA,NA,0.8657109330812609
low-salinity,corrected_fc,metabolic_scope,83-50,-0.4769870956636155,NA,NA,NA,0.9999999970797872
low-salinity,corrected_fc,metabolic_scope,84-50,-0.48248976970371693,NA,NA,NA,0.9999999969916538
low-salinity,corrected_fc,metabolic_scope,85-50,-0.5328145350833902,NA,NA,NA,0.9999999802585073
low-salinity,corrected_fc,metabolic_scope,88-50,0.9156893539570605,NA,NA,NA,0.9997611268996923
low-salinity,corrected_fc,metabolic_scope,90-50,0.2061220787124114,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,54-51,2.379083442013937,NA,NA,NA,0.13690809312256513
low-salinity,corrected_fc,metabolic_scope,55-51,-0.432655284669047,NA,NA,NA,0.9999999997921494
low-salinity,corrected_fc,metabolic_scope,57-51,-0.6740032289384725,NA,NA,NA,0.999995923326535
low-salinity,corrected_fc,metabolic_scope,60-51,-0.5388280476021663,NA,NA,NA,0.9999999433098129
low-salinity,corrected_fc,metabolic_scope,61-51,-0.5424587593728742,NA,NA,NA,0.999999934856219
low-salinity,corrected_fc,metabolic_scope,70-51,-0.9309515927430181,NA,NA,NA,0.9986960026957026
low-salinity,corrected_fc,metabolic_scope,71-51,-0.22220080188999836,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,72-51,0.4901437462761278,NA,NA,NA,0.9999999936844876
low-salinity,corrected_fc,metabolic_scope,74-51,-0.5035424478157626,NA,NA,NA,0.9999999888015965
low-salinity,corrected_fc,metabolic_scope,76-51,0.6628284826862068,NA,NA,NA,0.999998035697229
low-salinity,corrected_fc,metabolic_scope,77-51,1.7942702084485092,NA,NA,NA,0.42843836238323685
low-salinity,corrected_fc,metabolic_scope,78-51,2.9893794296474123,NA,NA,NA,0.0053871529148810104
low-salinity,corrected_fc,metabolic_scope,79-51,-0.3959987368193687,NA,NA,NA,0.999999999840943
low-salinity,corrected_fc,metabolic_scope,80-51,-0.7195241893672657,NA,NA,NA,0.9999833283420376
low-salinity,corrected_fc,metabolic_scope,82-51,1.633502851288334,NA,NA,NA,0.7026169758008006
low-salinity,corrected_fc,metabolic_scope,83-51,-0.32058199766597406,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,84-51,-0.32608467170607547,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,85-51,-0.3764094370857487,NA,NA,NA,0.9999999999879401
low-salinity,corrected_fc,metabolic_scope,88-51,1.072094451954702,NA,NA,NA,0.9968682394807187
low-salinity,corrected_fc,metabolic_scope,90-51,0.36252717671005286,NA,NA,NA,0.9999999999961201
low-salinity,corrected_fc,metabolic_scope,55-54,-2.811738726682984,NA,NA,NA,0.03275894825021819
low-salinity,corrected_fc,metabolic_scope,57-54,-3.0530866709524096,NA,NA,NA,0.006600290446842516
low-salinity,corrected_fc,metabolic_scope,60-54,-2.9179114896161034,NA,NA,NA,0.012287293652113118
low-salinity,corrected_fc,metabolic_scope,61-54,-2.9215422013868113,NA,NA,NA,0.012051496258631111
low-salinity,corrected_fc,metabolic_scope,70-54,-3.310035034756955,NA,NA,NA,0.0012656185610777637
low-salinity,corrected_fc,metabolic_scope,71-54,-2.6012842439039354,NA,NA,NA,0.06878245369807467
low-salinity,corrected_fc,metabolic_scope,72-54,-1.8889396957378093,NA,NA,NA,0.6048306971404405
low-salinity,corrected_fc,metabolic_scope,74-54,-2.8826258898296997,NA,NA,NA,0.016471216529147847
low-salinity,corrected_fc,metabolic_scope,76-54,-1.7162549593277303,NA,NA,NA,0.8058739373378268
low-salinity,corrected_fc,metabolic_scope,77-54,-0.5848132335654279,NA,NA,NA,0.9999999926980405
low-salinity,corrected_fc,metabolic_scope,78-54,0.6102959876334753,NA,NA,NA,0.9999999964360378
low-salinity,corrected_fc,metabolic_scope,79-54,-2.7750821788333058,NA,NA,NA,0.01807836264726448
low-salinity,corrected_fc,metabolic_scope,80-54,-3.0986076313812028,NA,NA,NA,0.004504894802430104
low-salinity,corrected_fc,metabolic_scope,82-54,-0.745580590725603,NA,NA,NA,0.9999993820632704
low-salinity,corrected_fc,metabolic_scope,83-54,-2.699665439679911,NA,NA,NA,0.040469905981553644
low-salinity,corrected_fc,metabolic_scope,84-54,-2.7051681137200125,NA,NA,NA,0.04336449297251577
low-salinity,corrected_fc,metabolic_scope,85-54,-2.7554928790996858,NA,NA,NA,0.03806094261983184
low-salinity,corrected_fc,metabolic_scope,88-54,-1.306988990059235,NA,NA,NA,0.9925909802392067
low-salinity,corrected_fc,metabolic_scope,90-54,-2.016556265303884,NA,NA,NA,0.5167027983477659
low-salinity,corrected_fc,metabolic_scope,57-55,-0.24134794426942552,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,60-55,-0.10617276293311928,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,61-55,-0.10980347470382723,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,70-55,-0.4982963080739711,NA,NA,NA,0.999999996259316
low-salinity,corrected_fc,metabolic_scope,71-55,0.21045448277904866,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,72-55,0.9227990309451748,NA,NA,NA,0.9995544154504874
low-salinity,corrected_fc,metabolic_scope,74-55,-0.07088716314671561,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,76-55,1.0954837673552538,NA,NA,NA,0.9955437319662845
low-salinity,corrected_fc,metabolic_scope,77-55,2.226925493117556,NA,NA,NA,0.13037796330456308
low-salinity,corrected_fc,metabolic_scope,78-55,3.4220347143164593,NA,NA,NA,8.377559792491773e-4
low-salinity,corrected_fc,metabolic_scope,79-55,0.03665654784967831,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,80-55,-0.2868689046982187,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,82-55,2.066158135957381,NA,NA,NA,0.30481554671809286
low-salinity,corrected_fc,metabolic_scope,83-55,0.11207328700307295,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,84-55,0.10657061296297154,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,85-55,0.056245847583298314,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,88-55,1.504749736623749,NA,NA,NA,0.897538158396141
low-salinity,corrected_fc,metabolic_scope,90-55,0.7951824613790999,NA,NA,NA,0.999979674158241
low-salinity,corrected_fc,metabolic_scope,60-57,0.13517518133630624,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,61-57,0.1315444695655983,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,70-57,-0.25694836380454555,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,71-57,0.4518024270484742,NA,NA,NA,0.9999999994054914
low-salinity,corrected_fc,metabolic_scope,72-57,1.1641469752146003,NA,NA,NA,0.9809427047146544
low-salinity,corrected_fc,metabolic_scope,74-57,0.1704607811227099,NA,NA,NA,1
low-salinity,corrected_fc,metabolic_scope,76-57,1.3368317116246793,NA,NA,NA,0.9305898372268703
low-salinity,corrected_fc,metabolic_scope,77-57,2.4682734373869817,NA,NA,NA,0.028862355890428293
low-salinity,corrected_fc,metabolic_scope,78-57,3.663382658585885,NA,NA,NA,9.166706062346819e-5
