phenotype,value_metric,feature,contrast,estimate,SE,df,t.ratio,p.value
high-salinity,corrected_fc,initial_slope,21-19,0.133874732332824,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,24-19,0.5102750595028027,NA,NA,NA,0.9704934665597407
high-salinity,corrected_fc,initial_slope,25-19,-0.5919546237599504,NA,NA,NA,0.8476681822594003
high-salinity,corrected_fc,initial_slope,26-19,-0.04507090750782261,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,31-19,-0.4690069559015213,NA,NA,NA,0.9894023547349458
high-salinity,corrected_fc,initial_slope,32-19,0.11216271315907478,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,33-19,-0.7667716822943269,NA,NA,NA,0.3363291906494683
high-salinity,corrected_fc,initial_slope,34-19,-0.5472572219210108,NA,NA,NA,0.9562018799771471
high-salinity,corrected_fc,initial_slope,36-19,0.5406331837793603,NA,NA,NA,0.9388358800447909
high-salinity,corrected_fc,initial_slope,37-19,0.2921347674454069,NA,NA,NA,0.9999918741925654
high-salinity,corrected_fc,initial_slope,38-19,-0.5320649497609251,NA,NA,NA,0.9532863404199882
high-salinity,corrected_fc,initial_slope,39-19,-0.16731704609886133,NA,NA,NA,0.9999999999679277
high-salinity,corrected_fc,initial_slope,41-19,-0.06183097100256307,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,42-19,0.5003761732869845,NA,NA,NA,0.9819244940227156
high-salinity,corrected_fc,initial_slope,43-19,-0.5084756367051304,NA,NA,NA,0.9609754060103036
high-salinity,corrected_fc,initial_slope,5-19,0.15892145901014842,NA,NA,NA,0.9999999999872085
high-salinity,corrected_fc,initial_slope,6-19,-0.37745458129669185,NA,NA,NA,0.999478585907615
high-salinity,corrected_fc,initial_slope,7-19,-0.25290232941214175,NA,NA,NA,0.9999997761425744
high-salinity,corrected_fc,initial_slope,20-2,0.1639026144748985,NA,NA,NA,0.999999999979801
high-salinity,corrected_fc,initial_slope,21-2,0.790575318385411,NA,NA,NA,0.3121990172825855
high-salinity,corrected_fc,initial_slope,24-2,1.1669756455553897,NA,NA,NA,0.0034421334755829758
high-salinity,corrected_fc,initial_slope,25-2,0.06474596229263652,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,26-2,0.6116296785447644,NA,NA,NA,0.8309033807212884
high-salinity,corrected_fc,initial_slope,31-2,0.18769363015106566,NA,NA,NA,0.9999999994852262
high-salinity,corrected_fc,initial_slope,32-2,0.7688632992116617,NA,NA,NA,0.4131470448672814
high-salinity,corrected_fc,initial_slope,33-2,-0.11007109624173994,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,34-2,0.10944336413157618,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,36-2,1.1973337698319473,NA,NA,NA,0.001730426122535933
high-salinity,corrected_fc,initial_slope,37-2,0.9488353534979939,NA,NA,NA,0.05091245210310036
high-salinity,corrected_fc,initial_slope,38-2,0.12463563629166186,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,39-2,0.48938353995372563,NA,NA,NA,0.9841686357378263
high-salinity,corrected_fc,initial_slope,41-2,0.5948696150500239,NA,NA,NA,0.8532913135219906
high-salinity,corrected_fc,initial_slope,42-2,1.1570767593395714,NA,NA,NA,0.005946104935585117
high-salinity,corrected_fc,initial_slope,43-2,0.14822494934745656,NA,NA,NA,0.9999999999950122
high-salinity,corrected_fc,initial_slope,5-2,0.8156220450627354,NA,NA,NA,0.2716937945965172
high-salinity,corrected_fc,initial_slope,6-2,0.2792460047558951,NA,NA,NA,0.9999975870114975
high-salinity,corrected_fc,initial_slope,7-2,0.4037982566404452,NA,NA,NA,0.9989124262174994
high-salinity,corrected_fc,initial_slope,21-20,0.6266727039105124,NA,NA,NA,0.8246890883858099
high-salinity,corrected_fc,initial_slope,24-20,1.0030730310804912,NA,NA,NA,0.05227617543507734
high-salinity,corrected_fc,initial_slope,25-20,-0.099156652182262,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,26-20,0.44772706406986584,NA,NA,NA,0.9961879325979102
high-salinity,corrected_fc,initial_slope,31-20,0.02379101567616715,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,32-20,0.6049606847367632,NA,NA,NA,0.8888447243736888
high-salinity,corrected_fc,initial_slope,33-20,-0.27397371071663845,NA,NA,NA,0.9999986907127831
high-salinity,corrected_fc,initial_slope,34-20,-0.05445925034332233,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,36-20,1.0334311553570488,NA,NA,NA,0.031896451245862156
high-salinity,corrected_fc,initial_slope,37-20,0.7849327390230953,NA,NA,NA,0.35155967793934473
high-salinity,corrected_fc,initial_slope,38-20,-0.039266978183236656,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,39-20,0.3254809254788271,NA,NA,NA,0.9999828482166435
high-salinity,corrected_fc,initial_slope,41-20,0.4309670005751254,NA,NA,NA,0.9974738271915637
high-salinity,corrected_fc,initial_slope,42-20,0.9931741448646729,NA,NA,NA,0.07431247903490501
high-salinity,corrected_fc,initial_slope,43-20,-0.015677665127441953,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,5-20,0.6517194305878369,NA,NA,NA,0.781260224970469
high-salinity,corrected_fc,initial_slope,6-20,0.1153433902809966,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,7-20,0.2398956421655467,NA,NA,NA,0.9999999579600495
high-salinity,corrected_fc,initial_slope,24-21,0.37640032716997873,NA,NA,NA,0.9996353202199764
high-salinity,corrected_fc,initial_slope,25-21,-0.7258293560927744,NA,NA,NA,0.49330735477657917
high-salinity,corrected_fc,initial_slope,26-21,-0.1789456398406466,NA,NA,NA,0.999999999852466
high-salinity,corrected_fc,initial_slope,31-21,-0.6028816882343453,NA,NA,NA,0.8602338250279378
high-salinity,corrected_fc,initial_slope,32-21,-0.02171201917374921,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,33-21,-0.9006464146271509,NA,NA,NA,0.10061383738899055
high-salinity,corrected_fc,initial_slope,34-21,-0.6811319542538348,NA,NA,NA,0.7302980405141593
high-salinity,corrected_fc,initial_slope,36-21,0.40675845144653633,NA,NA,NA,0.9985515207153852
high-salinity,corrected_fc,initial_slope,37-21,0.1582600351125829,NA,NA,NA,0.9999999999821036
high-salinity,corrected_fc,initial_slope,38-21,-0.6659396820937491,NA,NA,NA,0.7104111984275383
high-salinity,corrected_fc,initial_slope,39-21,-0.3011917784316853,NA,NA,NA,0.9999941875298614
high-salinity,corrected_fc,initial_slope,41-21,-0.19570570333538706,NA,NA,NA,0.9999999987009439
high-salinity,corrected_fc,initial_slope,42-21,0.3665014409541605,NA,NA,NA,0.9998371142195439
high-salinity,corrected_fc,initial_slope,43-21,-0.6423503690379544,NA,NA,NA,0.724850698623537
high-salinity,corrected_fc,initial_slope,5-21,0.025046726677324438,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,6-21,-0.5113293136295158,NA,NA,NA,0.9695390680165712
high-salinity,corrected_fc,initial_slope,7-21,-0.38677706174496573,NA,NA,NA,0.9995217049906036
high-salinity,corrected_fc,initial_slope,25-24,-1.1022296832627532,NA,NA,NA,0.009263421026496799
high-salinity,corrected_fc,initial_slope,26-24,-0.5553459670106253,NA,NA,NA,0.940124613696656
high-salinity,corrected_fc,initial_slope,31-24,-0.979282015404324,NA,NA,NA,0.06136036207678286
high-salinity,corrected_fc,initial_slope,32-24,-0.39811234634372794,NA,NA,NA,0.9993477045279809
high-salinity,corrected_fc,initial_slope,33-24,-1.2770467417971296,NA,NA,NA,4.4964496314525704e-4
high-salinity,corrected_fc,initial_slope,34-24,-1.0575322814238135,NA,NA,NA,0.0359346339911879
high-salinity,corrected_fc,initial_slope,36-24,0.030358124276557596,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,37-24,-0.21814029205739582,NA,NA,NA,0.9999999843335325
high-salinity,corrected_fc,initial_slope,38-24,-1.0423400092637278,NA,NA,NA,0.028133226854115234
high-salinity,corrected_fc,initial_slope,39-24,-0.677592105601664,NA,NA,NA,0.7152890313987108
high-salinity,corrected_fc,initial_slope,41-24,-0.5721060305053658,NA,NA,NA,0.9120544146593892
high-salinity,corrected_fc,initial_slope,42-24,-0.009898886215818248,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,43-24,-1.0187506962079331,NA,NA,NA,0.026410993969375407
high-salinity,corrected_fc,initial_slope,5-24,-0.3513536004926543,NA,NA,NA,0.9999030328777428
high-salinity,corrected_fc,initial_slope,6-24,-0.8877296407994946,NA,NA,NA,0.1504118807069703
high-salinity,corrected_fc,initial_slope,7-24,-0.7631773889149445,NA,NA,NA,0.46943773187900173
high-salinity,corrected_fc,initial_slope,26-25,0.5468837162521278,NA,NA,NA,0.9379613039348055
high-salinity,corrected_fc,initial_slope,31-25,0.12294766785842914,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,32-25,0.7041173369190252,NA,NA,NA,0.6034537771650279
high-salinity,corrected_fc,initial_slope,33-25,-0.17481705853437646,NA,NA,NA,0.9999999997971618
high-salinity,corrected_fc,initial_slope,34-25,0.044697401838939665,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,36-25,1.1325878075393108,NA,NA,NA,0.004925954443973257
high-salinity,corrected_fc,initial_slope,37-25,0.8840893912053573,NA,NA,NA,0.10987842089399957
high-salinity,corrected_fc,initial_slope,38-25,0.05988967399902534,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,39-25,0.4246375776610891,NA,NA,NA,0.9976802782468404
high-salinity,corrected_fc,initial_slope,41-25,0.5301236527573874,NA,NA,NA,0.95001333072684635
high-salinity,corrected_fc,initial_slope,42-25,1.092330797046935,NA,NA,NA,0.015072925282452632
high-salinity,corrected_fc,initial_slope,43-25,0.08347898705482004,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,5-25,0.7508760827700989,NA,NA,NA,0.4412258236194466
high-salinity,corrected_fc,initial_slope,6-25,0.2145000424632586,NA,NA,NA,0.9999999886843727
high-salinity,corrected_fc,initial_slope,7-25,0.3390522943478087,NA,NA,NA,0.9999400347569756
high-salinity,corrected_fc,initial_slope,31-26,-0.4239360483936987,NA,NA,NA,0.9979931612606481
high-salinity,corrected_fc,initial_slope,32-26,0.1572336206668974,NA,NA,NA,0.999999999994875
high-salinity,corrected_fc,initial_slope,33-26,-0.7217007747865043,NA,NA,NA,0.5088981461020423
high-salinity,corrected_fc,initial_slope,34-26,-0.5021863144131882,NA,NA,NA,0.9869214155599231
high-salinity,corrected_fc,initial_slope,36-26,0.5857040912871829,NA,NA,NA,0.8910214248038647
high-salinity,corrected_fc,initial_slope,37-26,0.3372056749532295,NA,NA,NA,0.9999234428520674
high-salinity,corrected_fc,initial_slope,38-26,-0.4869940422531025,NA,NA,NA,0.986544259418898
high-salinity,corrected_fc,initial_slope,39-26,-0.12224613859103872,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,41-26,-0.016760063494740463,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,42-26,0.5454470807948071,NA,NA,NA,0.9603673976595888
high-salinity,corrected_fc,initial_slope,43-26,-0.4634047291973078,NA,NA,NA,0.9898520612164129
high-salinity,corrected_fc,initial_slope,5-26,0.20399236651797104,NA,NA,NA,0.9999999979163523
high-salinity,corrected_fc,initial_slope,6-26,-0.33238367378886924,NA,NA,NA,0.9999566867796421
high-salinity,corrected_fc,initial_slope,7-26,-0.20783142190431914,NA,NA,NA,0.9999999975065004
high-salinity,corrected_fc,initial_slope,32-31,0.5811696690605961,NA,NA,NA,0.9155396429608496
high-salinity,corrected_fc,initial_slope,33-31,-0.2977647263928056,NA,NA,NA,0.9999920061471288
high-salinity,corrected_fc,initial_slope,34-31,-0.07825026601948948,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,36-31,1.0096401396808816,NA,NA,NA,0.0376631474606568
high-salinity,corrected_fc,initial_slope,37-31,0.7611417233469282,NA,NA,NA,0.3932984081989781
high-salinity,corrected_fc,initial_slope,38-31,-0.0630579938594038,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,39-31,0.30168990980266,NA,NA,NA,0.9999949929280669
high-salinity,corrected_fc,initial_slope,41-31,0.40717598489895823,NA,NA,NA,0.9987344876157632
high-salinity,corrected_fc,initial_slope,42-31,0.9693831291885058,NA,NA,NA,0.08669100212267211
high-salinity,corrected_fc,initial_slope,43-31,-0.0394686808036091,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,5-31,0.6279284149116697,NA,NA,NA,0.820851857149935
high-salinity,corrected_fc,initial_slope,6-31,0.09155237460482946,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,7-31,0.21610462648937956,NA,NA,NA,0.9999999942443947
high-salinity,corrected_fc,initial_slope,33-32,-0.8789343954534017,NA,NA,NA,0.15446872204760353
high-salinity,corrected_fc,initial_slope,34-32,-0.6594199350800856,NA,NA,NA,0.812027746562144
high-salinity,corrected_fc,initial_slope,36-32,0.42847047062028554,NA,NA,NA,0.9976797019294283
high-salinity,corrected_fc,initial_slope,37-32,0.17997205428633212,NA,NA,NA,0.9999999998049806
high-salinity,corrected_fc,initial_slope,38-32,-0.6442276629199999,NA,NA,NA,0.7989069216379181
high-salinity,corrected_fc,initial_slope,39-32,-0.2794797592579361,NA,NA,NA,0.9999990659551061
high-salinity,corrected_fc,initial_slope,41-32,-0.17399368416163785,NA,NA,NA,0.9999999999371973
high-salinity,corrected_fc,initial_slope,42-32,0.3882134601279097,NA,NA,NA,0.9996904237221393
high-salinity,corrected_fc,initial_slope,43-32,-0.6206383498642052,NA,NA,NA,0.8139175644972602
high-salinity,corrected_fc,initial_slope,5-32,0.046758745851073646,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,6-32,-0.4896172944557666,NA,NA,NA,0.9857515570154272
high-salinity,corrected_fc,initial_slope,7-32,-0.3650650425712165,NA,NA,NA,0.9998680630906799
high-salinity,corrected_fc,initial_slope,34-33,0.21951446037331612,NA,NA,NA,0.9999999914284379
high-salinity,corrected_fc,initial_slope,36-33,1.3074048660736872,NA,NA,NA,2.0249186095611105e-4
high-salinity,corrected_fc,initial_slope,37-33,1.0589064497397338,NA,NA,NA,0.00961552598612836
high-salinity,corrected_fc,initial_slope,38-33,0.2347067325334018,NA,NA,NA,0.9999999278254728
high-salinity,corrected_fc,initial_slope,39-33,0.5994546361954656,NA,NA,NA,0.8587946060825433
high-salinity,corrected_fc,initial_slope,41-33,0.7049407112917638,NA,NA,NA,0.537713673117354
high-salinity,corrected_fc,initial_slope,42-33,1.2671478555813114,NA,NA,NA,8.777705868415753e-4
high-salinity,corrected_fc,initial_slope,43-33,0.2582960455891965,NA,NA,NA,0.9999990976683797
high-salinity,corrected_fc,initial_slope,5-33,0.9256931413044753,NA,NA,NA,0.08426314232052112
high-salinity,corrected_fc,initial_slope,6-33,0.38931710099763506,NA,NA,NA,0.9990224724138053
high-salinity,corrected_fc,initial_slope,7-33,0.5138693528821852,NA,NA,NA,0.9688466020274626
high-salinity,corrected_fc,initial_slope,36-34,1.087890405700371,NA,NA,NA,0.021654762030479113
high-salinity,corrected_fc,initial_slope,37-34,0.8393919893664177,NA,NA,NA,0.2668710343126872
high-salinity,corrected_fc,initial_slope,38-34,0.015192272160085674,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,39-34,0.37994017582214945,NA,NA,NA,0.9998216490072297
high-salinity,corrected_fc,initial_slope,41-34,0.4854262509184477,NA,NA,NA,0.9904899661626199
high-salinity,corrected_fc,initial_slope,42-34,1.0476333952079953,NA,NA,NA,0.051749982804813466
high-salinity,corrected_fc,initial_slope,43-34,0.038781585215880376,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,5-34,0.7061786809311592,NA,NA,NA,0.6803878544263054
high-salinity,corrected_fc,initial_slope,6-34,0.16980264062431893,NA,NA,NA,0.9999999999782532
high-salinity,corrected_fc,initial_slope,7-34,0.29435489250886904,NA,NA,NA,0.9999983288038672
high-salinity,corrected_fc,initial_slope,37-36,-0.24849841633395342,NA,NA,NA,0.9999997142647925
high-salinity,corrected_fc,initial_slope,38-36,-1.0726981335402854,NA,NA,NA,0.016298638010070254
high-salinity,corrected_fc,initial_slope,39-36,-0.7079502298782216,NA,NA,NA,0.610834404916555
high-salinity,corrected_fc,initial_slope,41-36,-0.6024641547819234,NA,NA,NA,0.8492338505725189
high-salinity,corrected_fc,initial_slope,42-36,-0.040257010492375844,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,43-36,-1.0491088204844907,NA,NA,NA,0.014929903254291443
high-salinity,corrected_fc,initial_slope,5-36,-0.3817117247692119,NA,NA,NA,0.9995419275568904
high-salinity,corrected_fc,initial_slope,6-36,-0.9180877650760522,NA,NA,NA,0.09960744278430655
high-salinity,corrected_fc,initial_slope,7-36,-0.7935355131915021,NA,NA,NA,0.36513989921770773
high-salinity,corrected_fc,initial_slope,38-37,-0.824199717206332,NA,NA,NA,0.23726681344700018
high-salinity,corrected_fc,initial_slope,39-37,-0.45945181354426823,NA,NA,NA,0.9921366636000543
high-salinity,corrected_fc,initial_slope,41-37,-0.35396573844796997,NA,NA,NA,0.9997902722968266
high-salinity,corrected_fc,initial_slope,42-37,0.20824140584157758,NA,NA,NA,0.9999999963800565
high-salinity,corrected_fc,initial_slope,43-37,-0.8006104041505373,NA,NA,NA,0.23709986681757655
high-salinity,corrected_fc,initial_slope,5-37,-0.13321330843525847,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,6-37,-0.6695893487420987,NA,NA,NA,0.6458320847335934
high-salinity,corrected_fc,initial_slope,7-37,-0.5450370968575486,NA,NA,NA,0.9413842363637074
high-salinity,corrected_fc,initial_slope,39-38,0.3647479036620638,NA,NA,NA,0.9998455431952025
high-salinity,corrected_fc,initial_slope,41-38,0.47023397875836204,NA,NA,NA,0.9902635994574795
high-salinity,corrected_fc,initial_slope,42-38,1.0324411230479096,NA,NA,NA,0.04202004232960965
high-salinity,corrected_fc,initial_slope,43-38,0.023589313055794703,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,5-38,0.6909864087710735,NA,NA,NA,0.6584724559577937
high-salinity,corrected_fc,initial_slope,6-38,0.15461036846423326,NA,NA,NA,0.9999999999944924
high-salinity,corrected_fc,initial_slope,7-38,0.27916262034878336,NA,NA,NA,0.9999988853359053
high-salinity,corrected_fc,initial_slope,41-39,0.10548607509629826,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,42-39,0.6676932193858458,NA,NA,NA,0.7759595330354984
high-salinity,corrected_fc,initial_slope,43-39,-0.3411585906062691,NA,NA,NA,0.9999224082924574
high-salinity,corrected_fc,initial_slope,5-39,0.32623850510900976,NA,NA,NA,0.9999784614107434
high-salinity,corrected_fc,initial_slope,6-39,-0.21013753519783052,NA,NA,NA,0.9999999961237942
high-salinity,corrected_fc,initial_slope,7-39,-0.08558528331328041,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,42-41,0.5622071442895475,NA,NA,NA,0.9399424109033753
high-salinity,corrected_fc,initial_slope,43-41,-0.44664466570256733,NA,NA,NA,0.9928488937903283
high-salinity,corrected_fc,initial_slope,5-41,0.2207524300127115,NA,NA,NA,0.9999999861721882
high-salinity,corrected_fc,initial_slope,6-41,-0.3156236102941288,NA,NA,NA,0.999979669737407
high-salinity,corrected_fc,initial_slope,7-41,-0.19107135840957867,NA,NA,NA,0.9999999995054675
high-salinity,corrected_fc,initial_slope,43-42,-1.0088518099921149,NA,NA,NA,0.04034558785559206
high-salinity,corrected_fc,initial_slope,5-42,-0.34145471427683605,NA,NA,NA,0.9999597217170917
high-salinity,corrected_fc,initial_slope,6-42,-0.8778307545836763,NA,NA,NA,0.198244565273358
high-salinity,corrected_fc,initial_slope,7-42,-0.7532785026991262,NA,NA,NA,0.5434275368571699
high-salinity,corrected_fc,initial_slope,5-43,0.6673970957152788,NA,NA,NA,0.6726056696998501
high-salinity,corrected_fc,initial_slope,6-43,0.13102105540843856,NA,NA,NA,1
high-salinity,corrected_fc,initial_slope,7-43,0.25557330729298866,NA,NA,NA,0.9999996714520558
high-salinity,corrected_fc,initial_slope,6-5,-0.5363760403068403,NA,NA,NA,0.9538236588702171
high-salinity,corrected_fc,initial_slope,7-5,-0.41182378842229017,NA,NA,NA,0.9988920836579147
high-salinity,corrected_fc,initial_slope,7-6,0.1245522518845501,NA,NA,NA,1
high-salinity,corrected_fc,metabolic_scope,14-12,3.4158641453638645,NA,NA,NA,3.2836881004305596e-6
high-salinity,corrected_fc,metabolic_scope,15-12,0.7076954028009896,NA,NA,NA,0.9999792110118311
high-salinity,corrected_fc,metabolic_scope,16-12,3.2772946128617755,NA,NA,NA,3.988272553745453e-5
high-salinity,corrected_fc,metabolic_scope,19-12,1.6980906710523644,NA,NA,NA,0.3979876499896158
high-salinity,corrected_fc,metabolic_scope,2-12,0.55796501141206,NA,NA,NA,0.9999997471276698
high-salinity,corrected_fc,metabolic_scope,20-12,1.774696759019517,NA,NA,NA,0.36876520561488624
high-salinity,corrected_fc,metabolic_scope,21-12,2.3842886005330626,NA,NA,NA,0.01572916031814997
high-salinity,corrected_fc,metabolic_scope,24-12,2.104654732434741,NA,NA,NA,0.08686674015792328
high-salinity,corrected_fc,metabolic_scope,25-12,2.0517899977248404,NA,NA,NA,0.09230309149186167
high-salinity,corrected_fc,metabolic_scope,26-12,2.1450807052008787,NA,NA,NA,0.07074042976081008
high-salinity,corrected_fc,metabolic_scope,31-12,1.3723581169914363,NA,NA,NA,0.8405696753537928
high-salinity,corrected_fc,metabolic_scope,32-12,2.607137399487336,NA,NA,NA,0.005159725458926845
high-salinity,corrected_fc,metabolic_scope,33-12,1.375067137502736,NA,NA,NA,0.7982886977730512
high-salinity,corrected_fc,metabolic_scope,34-12,0.5795667920790168,NA,NA,NA,0.9999998166086999
high-salinity,corrected_fc,metabolic_scope,36-12,2.01610796503363,NA,NA,NA,0.1207497822468393
high-salinity,corrected_fc,metabolic_scope,37-12,1.175991528717788,NA,NA,NA,0.9501698739527193
high-salinity,corrected_fc,metabolic_scope,38-12,1.4239298534220435,NA,NA,NA,0.7887718741267955
high-salinity,corrected_fc,metabolic_scope,39-12,1.123772241885661,NA,NA,NA,0.9808266877016576
high-salinity,corrected_fc,metabolic_scope,41-12,1.7021575395235469,NA,NA,NA,0.41328187251418913
high-salinity,corrected_fc,metabolic_scope,42-12,1.4362424888594951,NA,NA,NA,0.80879018939119
high-salinity,corrected_fc,metabolic_scope,43-12,0.1902112620417924,NA,NA,NA,1
high-salinity,corrected_fc,metabolic_scope,5-12,2.681602626884143,NA,NA,NA,0.0025275307315746343
high-salinity,corrected_fc,metabolic_scope,6-12,0.6319679094085027,NA,NA,NA,0.9999975324290082
high-salinity,corrected_fc,metabolic_scope,7-12,1.3539490465121946,NA,NA,NA,0.8693947792921571
high-salinity,corrected_fc,metabolic_scope,15-14,-2.708168742562875,NA,NA,NA,0.0017102696388191507
high-salinity,corrected_fc,metabolic_scope,16-14,-0.13856953250208903,NA,NA,NA,1
high-salinity,corrected_fc,metabolic_scope,19-14,-1.7177734743115,NA,NA,NA,0.3735649532230827
high-salinity,corrected_fc,metabolic_scope,2-14,-2.8578991339518045,NA,NA,NA,4.4051770405717505e-4
high-salinity,corrected_fc,metabolic_scope,20-14,-1.6411673863443474,NA,NA,NA,0.5380739355414713
high-salinity,corrected_fc,metabolic_scope,21-14,-1.031575544830802,NA,NA,NA,0.991539562886159
high-salinity,corrected_fc,metabolic_scope,24-14,-1.3112094129291236,NA,NA,NA,0.8915419487625016
high-salinity,corrected_fc,metabolic_scope,25-14,-1.3640741476390241,NA,NA,NA,0.82264420480724
high-salinity,corrected_fc,metabolic_scope,26-14,-1.2707834401629858,NA,NA,NA,0.9187332015891576
high-salinity,corrected_fc,metabolic_scope,31-14,-2.0435060283724282,NA,NA,NA,0.11686797721680442
high-salinity,corrected_fc,metabolic_scope,32-14,-0.8087267458765286,NA,NA,NA,0.9998477796742512
high-salinity,corrected_fc,metabolic_scope,33-14,-2.0407970078611286,NA,NA,NA,0.08888278792244697
high-salinity,corrected_fc,metabolic_scope,34-14,-2.8362973532848477,NA,NA,NA,0.0016451643090701351
high-salinity,corrected_fc,metabolic_scope,36-14,-1.3997561803302343,NA,NA,NA,0.7993855736537765
high-salinity,corrected_fc,metabolic_scope,37-14,-2.2398726166460765,NA,NA,NA,0.029353531825747847
high-salinity,corrected_fc,metabolic_scope,38-14,-1.991934291941821,NA,NA,NA,0.1480741455071486
high-salinity,corrected_fc,metabolic_scope,39-14,-2.2920919034782035,NA,NA,NA,0.03636142942900478
high-salinity,corrected_fc,metabolic_scope,41-14,-1.7137066058403176,NA,NA,NA,0.3987779205442228
high-salinity,corrected_fc,metabolic_scope,42-14,-1.9796216565043694,NA,NA,NA,0.18833231676035134
high-salinity,corrected_fc,metabolic_scope,43-14,-3.225652883322072,NA,NA,NA,1.4707319158646648e-5
high-salinity,corrected_fc,metabolic_scope,5-14,-0.7342615184797214,NA,NA,NA,0.9999662128902846
high-salinity,corrected_fc,metabolic_scope,6-14,-2.783896235955362,NA,NA,NA,9.687051177392769e-4
high-salinity,corrected_fc,metabolic_scope,7-14,-2.06191509885167,NA,NA,NA,0.1188296920471481
high-salinity,corrected_fc,metabolic_scope,16-15,2.569599210060786,NA,NA,NA,0.009267024440178684
high-salinity,corrected_fc,metabolic_scope,19-15,0.9903952682513748,NA,NA,NA,0.9951230744640958
high-salinity,corrected_fc,metabolic_scope,2-15,-0.14973039138892963,NA,NA,NA,1
high-salinity,corrected_fc,metabolic_scope,20-15,1.0670013562185274,NA,NA,NA,0.9910817567843859
high-salinity,corrected_fc,metabolic_scope,21-15,1.676593197732073,NA,NA,NA,0.4664660864315253
high-salinity,corrected_fc,metabolic_scope,24-15,1.3969593296337512,NA,NA,NA,0.8293385991434108
high-salinity,corrected_fc,metabolic_scope,25-15,1.3440945949238507,NA,NA,NA,0.8538391280546406
high-salinity,corrected_fc,metabolic_scope,26-15,1.437385302399889,NA,NA,NA,0.7883976315387151
high-salinity,corrected_fc,metabolic_scope,31-15,0.6646627141904466,NA,NA,NA,0.9999955072642897
high-salinity,corrected_fc,metabolic_scope,32-15,1.8994419966863463,NA,NA,NA,0.25321411752185585
high-salinity,corrected_fc,metabolic_scope,33-15,0.6673717347017463,NA,NA,NA,0.999991743930115
high-salinity,corrected_fc,metabolic_scope,34-15,-0.1281286107219728,NA,NA,NA,1
high-salinity,corrected_fc,metabolic_scope,36-15,1.3084125622326406,NA,NA,NA,0.892883322834479
high-salinity,corrected_fc,metabolic_scope,37-15,0.46829612591679837,NA,NA,NA,0.9999999934796324
high-salinity,corrected_fc,metabolic_scope,38-15,0.7162344506210538,NA,NA,NA,0.9999817980453108
high-salinity,corrected_fc,metabolic_scope,39-15,0.4160768390846714,NA,NA,NA,0.9999999997821214
high-salinity,corrected_fc,metabolic_scope,41-15,0.9944621367225572,NA,NA,NA,0.9954661780879075
high-salinity,corrected_fc,metabolic_scope,42-15,0.7285470860585055,NA,NA,NA,0.9999832871900819
high-salinity,corrected_fc,metabolic_scope,43-15,-0.5174841407591972,NA,NA,NA,0.9999999467368874
high-salinity,corrected_fc,metabolic_scope,5-15,1.9739072240831534,NA,NA,NA,0.17337228882862177
high-salinity,corrected_fc,metabolic_scope,6-15,-0.07572749339248697,NA,NA,NA,1
high-salinity,corrected_fc,metabolic_scope,7-15,0.646253643711205,NA,NA,NA,0.9999978622042758
high-salinity,corrected_fc,metabolic_scope,19-16,-1.579203941809411,NA,NA,NA,0.642979997022953
high-salinity,corrected_fc,metabolic_scope,2-16,-2.7193296014497155,NA,NA,NA,0.0029484246971924755
high-salinity,corrected_fc,metabolic_scope,20-16,-1.5025978538422584,NA,NA,NA,0.7829901595071573
